Alloys,Phase,Tg,Tx,Tl,Rc_mm/s,Dmax_mm,Predicted_Tg,Predicted_Tx,Predicted_Tl,delta_Tx,Trg,gamma,Predicted_Phase,Phase_Confidence,Predicted_Dmax_mm,Predicted_Rc_Ks
Ca33.3Cu33.3Mg33.3,MMG,391,406,731,NAN,3,388.31378,416.36655,736.6834,28.052764892578125,0.5271107997376266,0.37010452066015354,Metalic_Glass,0.9887208201464214,2.5925186,2.274120095296222
Ca36.4Cu36.4Mg27.2,MMG,383,412,706,NAN,8,390.8181,424.4965,724.36926,33.678375244140625,0.5395288499406727,0.38065037219716463,Metalic_Glass,0.9887962043585662,5.221549,3.764884696947461
Ca40.9Cu40.9Mg18.2,MMG,393,431,717,NAN,3,392.43088,430.19986,716.91547,37.76898193359375,0.5473879364134493,0.38779580601512564,Metalic_Glass,0.9885166751529495,3.935204,3.728325869902088
Ca62.5Mg17.5Zn20,MMG,375,412,640,NAN,10,376.14468,412.1739,645.6141,36.029205322265625,0.5826153712782342,0.40339648249957716,Metalic_Glass,0.9881635201486562,9.238451,2.562795727439796
Ca60Mg9Al11Cu20,MMG,401,450,755,NAN,NAN,404.53424,450.22284,770.36993,45.6885986328125,0.5251168598690149,0.383199625135652,Metalic_Glass,0.9884676600599784,1.9390398,2.5635683315487823
Ca50Mg20Al10Cu20,MMG,411,441,731,NAN,NAN,409.76318,442.94766,739.45764,33.184478759765625,0.5541401704988265,0.385433027876288,Metalic_Glass,0.98880229683814,0.77650535,2.5787847600245377
Cu50Mg18.2Ca31.8,MMG,392,421,828,NAN,2,386.22772,414.85257,834.4256,28.624847412109375,0.462866579149541,0.33986109133252634,Metalic_Glass,0.9887015047341514,1.7116032,3.4788168983260808
Ca50Mg20Zn5Cu25,MMG,399,441,654,NAN,10,390.56876,429.43112,639.0493,38.86236572265625,0.6111715419709911,0.4170780732115586,Metalic_Glass,0.9886565012405767,8.719158,2.3158656743030335
Ca60Mg15Al10Zn15,MMG,403,474,703,NAN,NAN,401.6582,469.21887,711.9804,67.5606689453125,0.5641422134271266,0.42133854511065666,Metalic_Glass,0.9886505495672644,3.8350227,2.860848911743224
Ca55Mg20Al10Zn15,MMG,403,469,774,NAN,NAN,399.90253,466.52783,776.9876,66.62530517578125,0.5146832739402828,0.3964072919601157,Metalic_Glass,0.9884638421289438,2.9020457,2.8757104893136023
Ca60Mg15Al10Cu15,MMG,397,430,689,NAN,NAN,406.9052,442.3102,712.643,35.404998779296875,0.5709804338715939,0.39507919726879576,Metalic_Glass,0.9888624916388078,1.5942917,2.854813787972658
Ca55Mg11Zn11Cu23,MMG,379,430,717,NAN,1,385.5523,432.29825,732.2183,46.745941162109375,0.5265537547310023,0.3867504090140013,Metalic_Glass,0.9886847578651827,2.8473477,3.83220085943988
Ca55Mg18Zn11Cu16,MMG,373,439,NAN,NAN,10,389.17493,442.22284,775.6944,53.04791259765625,0.5017116641252872,0.3796330029013552,Metalic_Glass,0.9883809972515046,5.9056377,2.3668619924789946
Ca58Mg18Zn12Cu12,MMG,393,437,NAN,NAN,1,388.6305,428.1706,772.2879,39.54010009765625,0.5032197082706185,0.36882057751728436,Metalic_Glass,0.9881337214299493,5.289968,2.433475826076179
Ca50Mg10Zn15Cu25,MMG,395,427,702,NAN,2,392.13904,427.8085,703.77985,35.669464111328125,0.5571899226839864,0.39036511582640115,Metalic_Glass,0.9885429286965759,5.5357847,3.770283152773238
Ca50Mg22.5Al5Cu22.5,MMG,416.2,456.2,762,NAN,3.5,402.7499,440.2332,746.09015,37.4832763671875,0.5398140010656138,0.38319797607083467,Metalic_Glass,0.9884283934417907,3.0882878,2.482861536970101
Ca55Mg18Al5Zn11Cu11,MMG,392.2,448.2,NAN,NAN,9,399.83826,449.19077,802.22626,49.352508544921875,0.49841083258677654,0.37368274338810714,Metalic_Glass,0.9882893073426698,4.222575,2.4945830562753946
Ca50Cu22.5Mg22.5Al5,MMG,416,456,762,NAN,3.5,402.75354,440.23782,746.4472,37.484283447265625,0.5395606515270784,0.3830817422838404,Metalic_Glass,0.9879721213303797,3.0859811,2.482861536970101
Ca55.5Al29.5Mg10Ag5,MMG,489,521,NAN,NAN,2,488.15796,521.5372,930.1329,33.37921142578125,0.5248260467658056,0.36772230240229953,Metalic_Glass,0.9886798176158222,1.3627175,103.08450791383109
Ca57.5Al27.5Mg10Ag5,MMG,493,528,NAN,NAN,2,475.19952,512.74835,911.4815,37.548828125,0.5213485085725165,0.36976661601094607,Metalic_Glass,0.9885964855501991,1.4469402,102.87727424453125
Ca56.5Al28.5Mg10Cu5,MMG,493,520,NAN,NAN,3,485.07843,516.8735,926.58527,31.7950439453125,0.5235119183478114,0.3661449079407756,Metalic_Glass,0.9886484273596156,1.3650122,102.71444456070873
Ca56.5Al28.5Mg10Ag5,MMG,488,515,NAN,NAN,3,482.32538,514.6994,922.2076,32.3740234375,0.5230117259735944,0.3664559087510844,Metalic_Glass,0.9887011555339138,1.391562,102.98288480701547
Ca60Mg18Al10Cu6Zn6,MMG,407,449,803,NAN,5,403.54654,447.66068,793.50366,44.1141357421875,0.5085629198407109,0.37396984230008146,Metalic_Glass,0.9888720097141268,4.1048107,3.1583532816307045
Ca60Mg18Al15Cu4Zn3,MMG,417,468,776,NAN,2,421.41156,474.7115,786.5323,53.2999267578125,0.5357841842014287,0.3929913528161758,Metalic_Glass,0.9887026430550714,2.4112346,89.85065042037846
Ca55Mg18Al15Cu6Zn6,MMG,409,450,854,NAN,2.5,416.90366,459.82584,853.2298,42.92218017578125,0.48861825652855573,0.362029544975697,Metalic_Glass,0.98738779404731,3.0171485,3.1801251938515365
Ca55Mg18Zn11Al10Cu6,MMG,401,444,835,NAN,3,401.59216,445.29727,830.918,43.705108642578125,0.48331140821408575,0.3612929729134407,Metalic_Glass,0.9887961595214908,4.412364,2.72931797359796
Ca45Cu22.5Mg22.5Zn10,MMG,400,435,655,NAN,6,392.05212,428.79947,642.35675,36.747344970703125,0.6103339362829501,0.4145357600460946,Metalic_Glass,0.9888163769925504,7.6504717,2.282718427777668
Ca55Mg18Cu11Zn11Al5,MMG,392,448,786,NAN,9,393.93442,446.49905,790.5361,52.56463623046875,0.49831302047854165,0.3769608934223615,Metalic_Glass,0.9884965155589078,4.226455,2.4945830562753946
Ca65Li9.96Mg8.54Zn16.5,MMG,425,443,707,NAN,5,400.40912,436.50226,680.068,36.0931396484375,0.5887780673067896,0.40399028681595184,Metalic_Glass,0.9853660265055374,7.2320914,2.775470977125221
Ca42.5Cu21.5Mg21.5Zn15,MMG,401,435,658,NAN,4,393.9613,431.49698,646.8698,37.535675048828125,0.6090271896994947,0.41456963789958784,Metalic_Glass,0.9886680782271332,5.6486754,3.7700949344406687
Ca47.5Cu23.75Mg23.75Zn5,MMG,399,436,657,NAN,8,390.99332,427.48697,644.8109,36.49365234375,0.6063689505178719,0.41271019824176686,Metalic_Glass,0.9882143246462468,8.38404,2.3349254273721094
Ca58.3Mg17.7Zn11.9Cu12.1,MMG,382,428,NAN,NAN,1,388.3523,429.16702,771.5109,40.814727783203125,0.5033659047335001,0.37001520112482117,Metalic_Glass,0.9886433342725391,4.957162,2.433505133157501
Ce60Al20Co20,MMG,424,468,798,NAN,1,417.0462,465.1409,790.9931,48.094696044921875,0.5272437926666276,0.3850378850268455,Metalic_Glass,0.9885837507398255,0.71928877,90.21376161017656
Ce68Al10Cu20C2,MMG,352,406,723,NAN,2,348.7837,413.00992,726.0905,64.22622680664062,0.4803584183172755,0.3842402354608742,Metalic_Glass,0.9886504977194808,1.9162945,8.844421582469927
Ce68Al10Cu20B2,MMG,346,393,731,NAN,2,343.2023,397.17148,726.0914,53.96917724609375,0.4726709548975852,0.3714334884526686,Metalic_Glass,0.9881366374004681,2.2658696,8.840093443756029
Ce68Al10Cu20Si2,MMG,352,413,721,NAN,3,339.858,404.60556,717.9876,64.74755859375,0.4733480035591421,0.38248072863995064,Metalic_Glass,0.9887935835498158,4.0279512,8.854087290056581
Ce68Al10Cu20Fe2,MMG,352,423,708,NAN,5,340.35883,416.65405,699.7371,76.29522705078125,0.48640956037044114,0.4005919394549547,Metalic_Glass,0.9887336569776618,7.8440967,8.675119433210673
Ce69Al10Cu20Co1,MMG,340,421,713,NAN,10,334.11713,418.43057,716.1556,84.31344604492188,0.46654265699054837,0.3984018345774686,Metalic_Glass,0.9886940415434593,8.636766,8.737110753484023
Ce68Al10Cu20Co2,MMG,352,419,716,NAN,10,339.83954,411.7377,707.91473,71.89816284179688,0.48005716268733606,0.39297162725849544,Metalic_Glass,0.9881005758722763,7.6554575,8.603624577294525
Ce65Al10Cu20Co5,MMG,363,414,695,NAN,8,355.93848,413.25333,697.16266,57.314849853515625,0.510552985196606,0.392415611931117,Metalic_Glass,0.9887356043131046,5.162408,8.266490132677113
Ce68Al10Cu20Ni2,MMG,352,421,710,NAN,5,341.2534,414.07718,707.8144,72.82379150390625,0.4821227023141063,0.39470965273210823,Metalic_Glass,0.9887706346739765,7.8539963,8.533631835520845
Ce70Al10Cu17Zn3,MMG,341,412,733,NAN,3,331.793,403.73846,725.8409,71.94546508789062,0.45711533725069853,0.3817374535322287,Metalic_Glass,0.9883974381421878,4.5716166,7.592374061772735
Ce70Al10Cu10Ni10,MMG,359,377,714,NAN,3,351.6128,384.335,712.4664,32.722198486328125,0.4935149334162822,0.36119022434085646,Metalic_Glass,0.9887437137465918,2.8206084,9.804126149513534
Ce68Al10Cu20Nb2,MMG,345,421,721,NAN,8,336.58148,417.6044,721.1928,81.02291870117188,0.4667011057781455,0.39479537723332186,Metalic_Glass,0.9884331598699878,6.5493836,8.818099030763241
Ce69.8Al10Cu20Co0.2,MMG,339,414,721,NAN,8,331.25742,409.63605,718.4216,78.37863159179688,0.4610905764599126,0.3902488789282647,Metalic_Glass,0.9886201640328867,8.739671,8.852575738729838
Ce69.5Al10Cu20Co0.5,MMG,337,419,716,NAN,10,331.90134,416.81952,719.4285,84.91818237304688,0.461340249698039,0.39646882783114773,Metalic_Glass,0.9888483921353054,8.891791,8.808334190459671
Ce70Al10Cu20,MMG,341,408,722,NAN,2,332.74835,401.80643,720.48627,69.05807495117188,0.4618385765974467,0.3814975502132683,Metalic_Glass,0.9885375168111695,2.0261314,8.88271504532381
Ce70Al10Ni10Cu10,MMG,NAN,NAN,NAN,445,NAN,347.42896,380.62762,737.66437,33.19866943359375,0.4709851394514249,0.35077869942624573,Metalic_Glass,0.9887809274211423,2.8220036,9.804126149513534
Ce70Cu10Ni10Al10,MMG,359,377,714,NAN,NAN,351.6128,384.335,712.4664,32.722198486328125,0.4935149334162822,0.36119022434085646,Metalic_Glass,0.988601848339647,2.8206084,9.804126149513534
Ce13.6La54.4Al10Cu20Co2,MMG,366,409,NAN,NAN,NAN,363.89264,415.4982,765.5697,51.605560302734375,0.47532267556952057,0.3678725569384588,Metalic_Glass,0.9874857097280945,8.419363,4.891651484592255
Ce34La34Al10Cu20Co2,MMG,362,419,NAN,NAN,NAN,355.59198,416.43912,751.12726,60.847137451171875,0.47341109785430735,0.3762825322151047,Metalic_Glass,0.9887713172961079,9.638893,4.917383432212859
Co63W21B16,MMG,NAN,NAN,NAN,NAN,NAN,938.89307,977.3582,1549.0798,38.46514892578125,0.6060972751748573,0.3928331434713701,Metalic_Glass,0.9881577867951314,0.9520023,5100.380777174914
Co60W23B17,MMG,NAN,NAN,NAN,NAN,NAN,952.3106,991.75055,1550.801,39.43994140625,0.614076591592582,0.396207079269818,Metalic_Glass,0.9881575658031211,1.1593604,4327.0087354784555
Co75Si15B10,MMG,NAN,NAN,NAN,350000,NAN,830.5243,857.8414,1479.7605,27.31707763671875,0.5612558877523697,0.3713141225391532,CMA,0.989831574493625,0.64360213,3886.5827726043703
Co69W17B14,MMG,NAN,NAN,NAN,NAN,NAN,908.74164,945.44727,1549.7041,36.70562744140625,0.5863968723237866,0.38457113384273633,Metalic_Glass,0.9891373028249077,0.6651056,4157.379447209473
Co63Mo24B13,MMG,856,887,1567,NAN,1,855.8102,896.08014,1549.4022,40.26995849609375,0.5523486210935528,0.3725575912908874,Metalic_Glass,0.9862876006674993,1.4737617,55860.33967057477
Co63Mo20B17,MMG,844,885,1570,NAN,1,851.2098,896.2282,1554.3997,45.0184326171875,0.547613204454782,0.372557655047426,Metalic_Glass,0.9886264011861963,1.3573008,3075.030481164977
Co64Mo22B14,MMG,834,886,1569,NAN,2,844.8109,900.4992,1562.8386,55.68829345703125,0.5405618344899317,0.37401589933614604,Metalic_Glass,0.9881356094331614,1.7364386,44933.295323592174
Co59Mo28B13,MMG,869,916,1548,NAN,1.5,871.9914,921.8588,1555.332,49.867431640625,0.5606464578127158,0.37978409307870825,Metalic_Glass,0.9876760950288396,1.5739946,43465.21180772146
Co25Cr25Fe25Ni25,CMA,883,1079,1467,NAN,NAN,878.53546,1074.3275,1456.8743,195.79205322265625,0.6030276469130303,0.46001671625589113,CMA,0.997455222566948,15.035114,70880.29454748117
Co33.3Cr33.3Ni33.3,CMA,878,1074,1468,NAN,NAN,876.1107,1072.802,1459.5984,196.6912841796875,0.6002409461212358,0.45930462787200815,CMA,0.9973915312529243,9.572586,69997.61648215553
Co25Cr25Cu25Fe25,CMA,853,1023,1439,NAN,NAN,853.6196,1025.6666,1431.8909,172.0469970703125,0.5961485245160932,0.44876915982362137,CMA,0.9968882504726644,6.5290227,4649.289365487551
Co25Cr25Fe25Mn25,CMA,847,987,1399,NAN,NAN,840.011,988.81464,1396.4865,148.80364990234375,0.6015174627799941,0.4421264339866845,CMA,0.9974108906857019,12.896872,66591.3650006945
Co25Cr25Mn25Ni25,CMA,847,1016,1439,NAN,NAN,846.1479,1019.5946,1432.7444,173.44671630859375,0.5905784012700985,0.44740798702726015,CMA,0.997290418078495,14.872265,61560.26163924297
Co25Fe25Mn25Ni25,CMA,839,1006,1439,NAN,NAN,836.2745,1004.12067,1421.7246,167.84619140625,0.588211296043675,0.44469489532074513,CMA,0.9972286465551887,27.846436,72982.59082204362
Co43B31.5Fe20Ta5.5,MMG,910,982,1526,NAN,NAN,915.0456,986.1562,1538.1426,71.110595703125,0.5949029734143123,0.4019896233265291,Metalic_Glass,0.9846281533805274,2.1334527,1089.1792063014436
Co43Fe20Ta5.5B31.5,MMG,910,982,1526,NAN,2,915.0456,986.1562,1538.1426,71.110595703125,0.5949029734143123,0.4019896233265291,Metalic_Glass,0.9873944541148056,2.1334527,1089.1792063014436
Co50Cr15Mo14C15B6,MMG,819,895,1417,NAN,2,824.0701,909.0308,1427.9409,84.960693359375,0.577103799621327,0.40365291449978696,Metalic_Glass,0.9861175273393754,2.5465708,1180.494162600538
Co50Cr15C15Mo14B6,MMG,819,895,1417,NAN,NAN,824.0701,909.0308,1427.9409,84.960693359375,0.577103799621327,0.40365291449978696,Metalic_Glass,0.988178728657788,2.5465708,1180.494162600538
Co20Cr20Fe20Ni20V20,CMA,898,1098,1467,NAN,NAN,889.5379,1089.3431,1457.5732,199.80523681640625,0.6102869324748502,0.46412081590596027,CMA,0.9973090013624153,12.993008,69255.05750036615
Co48Cr15Mo14C15B6Er2,MMG,848,933,1394,NAN,10,840.111,927.39386,1409.0854,87.2828369140625,0.5962101329021656,0.41232229880272725,Metalic_Glass,0.9886293227845444,10.259811,1409.6970618808198
Co20Cr20Cu20Fe20Ni20,CMA,872,1043,1436,NAN,NAN,865.6146,1037.768,1430.2902,172.1533203125,0.6052021104150342,0.4520082675228673,CMA,0.997450689088565,5.6705995,4804.879632152665
Co20Cr20Cu20Ni20Fe20,CMA,872,1043,1436,NAN,NAN,865.6146,1037.768,1430.2902,172.1533203125,0.6052021104150342,0.4520082675228673,CMA,0.9972572704883168,5.6705995,4804.879632152665
Co20Cu20Fe20Ni20Ni20,CMA,865,1035,1436,NAN,NAN,861.538,1034.8687,1431.3646,173.33062744140625,0.6018997608594222,0.4513356259711171,CMA,0.9974565371392021,1.6191105,6275.41385822678
Co20Cr20Fe20Mn20Ni20,CMA,849,1018,1439,NAN,NAN,847.3675,1020.15265,1430.4287,172.78515625,0.5923870838137878,0.44786827166868887,CMA,0.9973350300539551,21.772135,64817.852362429854
Co20Cu20Fe20Mn20Ni20,CMA,828,972,1408,NAN,NAN,820.9952,965.20953,1389.836,144.21435546875,0.5907136835091749,0.4365821855561245,CMA,0.997298233802709,10.290953,4970.951772800792
Co25.0Fe25.0Ni25.0Ti25.0,CMA,838,914,1310,NAN,NAN,834.12054,913.1571,1308.2405,79.03656005859375,0.6375896160773253,0.4262386659906258,CMA,0.996835788946823,6.4600167,25198.90168587465
Co25.0Fe25.0Ni25.0V25.0,CMA,882,1078,1466,NAN,NAN,877.4516,1073.3344,1457.0135,195.88275146484375,0.6022261078071073,0.45977741457388605,CMA,0.9971200397883548,13.4172535,72167.68629604044
Co25.0Cr25.0Fe25.0Ni25.0,CMA,883,1079,1467,NAN,NAN,878.53546,1074.3275,1456.8743,195.79205322265625,0.6030276469130303,0.46001671625589113,CMA,0.9972252502693539,15.035114,70880.29454748117
Co25.0Cr25.0Cu25.0Ni25.0,CMA,872,1043,1436,NAN,NAN,865.4178,1035.8201,1428.1392,170.40228271484375,0.6059758108935599,0.4516216919121338,CMA,0.9974058216684564,6.609522,4798.728317301395
Co20.0Cr40.0Fe20.0Ni20.0,CMA,893,1092,1466,NAN,NAN,886.6739,1086.0768,1459.0569,199.40289306640625,0.6077034407761194,0.4630014638930281,CMA,0.9974128252162252,12.7795105,66644.90635004945
Co25.0Cu25.0Fe25.0Ni25.0,CMA,867,1034,1432,NAN,NAN,859.9594,1031.3025,1428.257,171.34307861328125,0.6021041289521166,0.4507014738303037,CMA,0.9974878075455199,2.794705,6099.578473926719
Co64.8Fe7.2B19.2Si4.8Nb4,MMG,803,843,1457,NAN,2,811.8681,853.9317,1455.0994,42.0635986328125,0.5579468470846147,0.376684585736442,Metalic_Glass,0.9859734297108654,2.0498862,1814.9013722011046
Co28.6Cu14.3Fe28.6Ni28.6,CMA,868,1040,1438,NAN,NAN,864.5174,1041.2748,1433.1658,176.75738525390625,0.6032221897988279,0.4531846668214981,CMA,0.9974117909745331,1.8180786,6133.9102138437165
Co10.0Cr10.0Fe40.0Mn40.0,CMA,813,904,1335,NAN,NAN,812.65393,908.80426,1330.2642,96.15032958984375,0.6108966587272485,0.4240965924675238,CMA,0.9960915018355061,10.92672,71761.88955608041
Co25.0Fe25.0Mn25.0Ni25.0,CMA,839,1006,1439,NAN,NAN,836.2745,1004.12067,1421.7246,167.84619140625,0.588211296043675,0.44469489532074513,CMA,0.9973948778874148,27.846436,72982.59082204362
Co25.0Cr25.0Fe25.0Mn25.0,CMA,847,987,1399,NAN,NAN,840.011,988.81464,1396.4865,148.80364990234375,0.6015174627799941,0.4421264339866845,CMA,0.9971795243654545,12.896872,66591.3650006945
Co57.6Fe14.4B19.2Si4.8Nb4,MMG,813,853,1445,NAN,2.5,814.6663,855.8182,1439.8491,41.15185546875,0.5657997833703143,0.37960182501582856,Metalic_Glass,0.987643584345247,2.78122,1826.2536899329855
Co43.2Fe28.8B19.2Si4.8Nb4,MMG,823,865,1418,NAN,4,818.4595,859.8859,1414.8152,41.42645263671875,0.5784921458415695,0.3850336644149386,Metalic_Glass,0.9820439964689633,4.2731314,1845.5390798367346
Co50.4Fe21.6B19.2Si4.8Nb4,MMG,820,860,1430,NAN,3.5,817.19403,857.66754,1424.8303,40.4735107421875,0.5735377876169123,0.38254158138194233,Metalic_Glass,0.9875380576550888,3.4913359,1836.459743057632
Co30.77Fe30.77Ni30.77Si7.69,CMA,874,1047,1438,NAN,NAN,856.087,1038.5338,1434.818,182.44683837890625,0.5966519650410935,0.4533290677109911,CMA,0.9973097649811928,1.7039465,79097.69188052727
Co25Cr16.67Fe16.67Ni25Ti16.67,CMA,870,1067,1472,NAN,NAN,873.2576,1072.3678,1464.7263,199.11016845703125,0.5961916696988542,0.45867201050793477,CMA,0.997420459894887,8.662775,99877.16260097949
Co24.1Cr24.1Fe24.1Nb3.7Ni24.1,CMA,887,1085,1468,NAN,NAN,884.117,1083.4995,1459.3635,199.38250732421875,0.6058236957497491,0.4623462827822522,CMA,0.9974661220864072,1.5934647,76013.73168977724
Co20.0Cr20.0Mn20.0Ni20.0V20.0,CMA,865,1058,1468,NAN,NAN,858.5079,1050.6038,1451.6353,192.09588623046875,0.591407429121724,0.45477864435578014,CMA,0.9974623359797787,13.684345,62504.21436664849
Co20.0Cu20.0Fe20.0Ni20.0V20.0,CMA,858,991,1385,NAN,NAN,848.2393,988.8421,1388.0935,140.602783203125,0.611082261581872,0.442171259629176,CMA,0.9965598170658899,2.8863556,1298.390999394131
Co23.8Cr23.8Fe23.8Mo4.8Ni23.8,CMA,890,1091,1470,NAN,NAN,887.9359,1089.7649,1460.792,201.8289794921875,0.6078455507934948,0.4639809022285428,CMA,0.9974700509366359,3.211625,65528.1941598258
Co23.8Cr23.8Fe23.8Nb4.9Ni23.8,CMA,894,1094,1468,NAN,NAN,889.7337,1091.0956,1459.9415,201.36187744140625,0.6094310534730353,0.4643601661310459,CMA,0.9971979916058721,1.8153499,74358.8901528279
Co20.0Cr20.0Fe20.0Ni20.0Ti20.0,CMA,861,963,1342,NAN,NAN,852.7985,959.3449,1339.9182,106.54638671875,0.6364556543413676,0.437514291740253,CMA,0.997513472061167,4.7448397,56710.23009002725
Co20.0Cu20.0Fe20.0Ni20.0Ti20.0,CMA,793,878,1330,NAN,NAN,790.35535,884.7681,1322.5781,94.41278076171875,0.5975868886230729,0.41873922643577377,CMA,0.9973065115348513,1.8395073,80.38570718944634
Co40Fe27B24Zr3Ti3Mo1.5Si1.5,MMG,811,856,1379,NAN,NAN,829.8226,876.0954,1426.7966,46.2728271484375,0.5815983531591116,0.38823360064679513,Metalic_Glass,0.9863464147350942,4.657945,444.77996316316
Co27.3Cr18.2Fe18.2Ni27.3Ti9.1,CMA,890,1090,1469,NAN,NAN,885.69806,1086.3004,1461.2517,200.60235595703125,0.6061228559298827,0.4628562697931275,CMA,0.9971027122982875,3.126858,104895.98911650701
Co20Fe20Ni10Cr15Mo15C10B10,MMG,800.83,838.28,NAN,NAN,NAN,817.7563,865.83936,1453.3214,48.08306884765625,0.5626809598736192,0.3812460297263561,Metalic_Glass,0.989661708887824,3.3596091,6741.115685931124
Co20Fe20Ni10Cr10Mo10C15B15,MMG,843.6,900.01,NAN,NAN,NAN,840.3427,899.3986,1475.8235,59.055908203125,0.5694059758414141,0.3883135075101454,Metalic_Glass,0.985919494203969,9.069248,143.11732030844917
Co5.0Cr2.0Fe40.0Mn27.0Ni26.0,CMA,830,987,1426,NAN,NAN,829.8114,991.1445,1415.4344,161.33306884765625,0.5862591534335774,0.4414413995631177,CMA,0.9972736240260843,8.754953,84866.4171003413
Co23.8Fe23.8Ni23.8Cu23.8Cr5.0,CMA,870,1040,1434,NAN,NAN,864.37756,1036.1068,1430.4938,171.729248046875,0.6042511886013736,0.45148797425645437,CMA,0.9972043175287095,3.1756341,5700.844185593645
Co23.8Cr23.8Fe23.8Mn23.8Ni5.0,CMA,846,993,1409,NAN,NAN,839.7187,993.5595,1403.3235,153.8408203125,0.5983785614263573,0.4429517733644811,CMA,0.9971456574235518,5.443049,65087.120004944765
Co23.5Fe23.5Mn23.5Ni23.5Ti5.9,CMA,829,973,1408,NAN,NAN,832.1096,979.9662,1403.4907,147.8565673828125,0.592885728211849,0.4383458743505938,CMA,0.997452687177973,4.0247107,94629.4231382975
Co22.2Cr22.2Fe22.2Ni22.2Ti11.1,CMA,881,1077,1468,NAN,NAN,877.1366,1074.788,1459.3423,197.6513671875,0.6010492573274361,0.46000328623670256,CMA,0.997505891623852,3.5390964,86401.52863326643
Co23.8Cr23.8Cu23.8Ni23.8Fe5.0,CMA,872,1043,1436,NAN,NAN,865.2113,1035.8275,1428.352,170.6162109375,0.6057409328727483,0.4516236765902539,CMA,0.9973597438223476,0.7671033,4788.69910861212
Co22.2Cr27.8Fe22.2Mn5.6Ni22.2,CMA,885,1083,1468,NAN,NAN,875.4009,1072.9767,1459.192,197.5758056640625,0.5999216476972278,0.4595990532803032,CMA,0.9973600398532915,19.155409,68761.43002694665
Co22.2Cr22.2Cu11.1Fe22.2Ni22.2,CMA,871,1043,1436,NAN,NAN,867.54034,1041.939,1432.7932,174.39862060546875,0.6054888705733328,0.45295125205416537,CMA,0.9974086779097158,2.9488726,4932.2267996712
Co16.7Cr16.7Cu16.7Ni16.7Fe33.3,CMA,872,1046,1439,NAN,NAN,866.81256,1043.5995,1433.2097,176.78692626953125,0.6048051104289347,0.4537345126449687,CMA,0.9973891808263674,19.94188,5570.168979193574
Co16.7Cr16.7Fe16.7Cu16.7Ni33.3,CMA,872,1044,1436,NAN,NAN,868.90936,1041.4724,1433.0189,172.56304931640625,0.6063488416804729,0.4524347780458453,CMA,0.9973583391694258,18.946875,5678.507673715741
Co24.4Cr24.4Fe24.4Mo2.4Ni24.4,CMA,881,1079,1470,NAN,NAN,879.6617,1078.4156,1458.9807,198.75396728515625,0.6029289313811865,0.4611289232208826,CMA,0.9972064385689902,2.049712,68196.90847331674
Co24.4Cr24.4Fe24.4Nb2.5Ni24.4,CMA,882,1080,1469,NAN,NAN,880.16895,1079.0309,1459.7773,198.8619384765625,0.6029473940535666,0.46113489392159357,CMA,0.9970881851517699,1.4552186,77638.88239016745
Co22.5Fe22.5Ni22.5Cu22.5Cr10.0,CMA,870,1041,1435,NAN,NAN,864.9906,1037.0284,1430.619,172.037841796875,0.6046268009632727,0.4517442485587032,CMA,0.9972275216736851,1.2199073,5637.982348746263
Co21.3Fe21.3Ni21.3Cu21.3Cr15.0,CMA,870,1041,1436,NAN,NAN,865.3553,1037.2882,1430.7388,171.93292236328125,0.6048310873186485,0.45176207205867325,CMA,0.9975352950657224,2.542516,5578.742294351928
Co22.2Fe22.2Mn22.2Ni22.2Ti11.1,CMA,824,935,1362,NAN,NAN,826.1966,938.7539,1358.0074,112.55731201171875,0.6083888541966204,0.42979222125390437,CMA,0.9971077581928782,6.27259,90404.3172801046
Co18.2Cr18.2Fe18.2Mn18.2Ni27.3,CMA,871,1044,1439,NAN,NAN,865.1387,1040.6877,1434.8324,175.549072265625,0.6029545146917084,0.4524786237598628,CMA,0.9974768228979282,30.151884,87057.36139016548
Co16.7Fe16.7Ni16.7Cu16.7Cr33.3,CMA,883,1080,1469,NAN,NAN,874.01483,1066.3627,1452.4332,192.34783935546875,0.6017590447334092,0.4583651316587753,CMA,0.9968187457456283,18.01332,4596.370966497799
Co20.0Fe20.0Mn20.0Ni20.0V20.0,CMA,843,1010,1439,NAN,NAN,843.07806,1015.2323,1429.7418,172.15423583984375,0.5896715416806653,0.44668400975877226,CMA,0.9974623117799147,16.498934,68297.14924709525
Co20.0Fe20.0Ni20.0Cu20.0Cr20.0,CMA,872,1043,1436,NAN,NAN,865.6146,1037.768,1430.2902,172.1533203125,0.6052021104150342,0.4520082675228673,CMA,0.9973752739192164,5.6705995,4804.879632152665
Co20.0Cr20.0Cu20.0Fe20.0Ni20.0,CMA,872,1043,1436,NAN,NAN,865.6146,1037.768,1430.2902,172.1533203125,0.6052021104150342,0.4520082675228673,CMA,0.9973749822956329,5.6705995,4804.879632152665
Co21.3Cr21.3Cu21.3Ni21.3Fe15.0,CMA,872,1043,1436,NAN,NAN,865.471,1037.1537,1429.7236,171.68267822265625,0.6053414719026909,0.4518804932466936,CMA,0.997489484183963,2.8224525,4791.885074945441
Co21.3Cr21.3Fe21.3Cu21.3Ni15.0,CMA,872,1046,1439,NAN,NAN,866.2924,1040.9539,1433.5073,174.66143798828125,0.6043167026758766,0.4526280430698378,CMA,0.997421756521951,2.9062977,4754.953141459635
